Transaction ID,Sender Wallet,Receiver Wallet,Amount Transacted,Timestamp,Risk Score,Cryptocurrency,Date
6R7VKMEE6Q,mi4xmd3elttbw1xfjvmt6xmlcleq0q4lw8,frm9ytpc0hu0pmx27ssjq9k3hnkcwu0h3t,719.41,2024-11-21 15:02:15,High,ETH
LOG2YDSLVW,kd47wdsl5o0p31y3n6oxefwchvzailo8r3,8x23kvo70uq412u5jsdnsbpusm3t81x3g5,80.8,2024-11-22 15:02:15,Medium,ETH
JQI2XNPJVL,mkr2rujqr89z629h5ihdfkqwa75pv7qebu,2o2j4g36426x8n0vga4t0u81bl79vnzc8n,334.92,2024-11-23 15:02:15,Medium,BTC
F06WZEEENN,as9qgu3ftvdzb7btckfvycn2wu782fxatm,lu9crr6bnuc478nv04ijei0tvv6ew1c0ap,118.4,2024-11-30 15:02:15,Low,XRP
PYT7RBTPDX,omit0y94np2d55ohpu3bnd006r15pb7b1i,e0gmd68pzsc1x73bo2mt9eufwytwvwj0fd,88.64,2024-11-16 15:02:15,Low,XRP
972ZTRYPN1,06ysr5pbydkeseb96d2zzb80imh4g4gnyw,v0cytky7a2hbmqw6ipjtw638lz5qhkdmqd,549.43,2024-11-10 15:02:15,Medium,LTC
8AFBPI8HR2,hrf6ef9i9nq0fturvh5wimnlot7eq6bd7l,7owj4jvo5p3qz63xih8aj49npqsn5mct7g,337.2,2024-11-21 15:02:15,Low,XRP
7PDSVHKMM5,faog87hacdooj0mpi35568s99mtpf86lsq,ptwzzcf6gb9gi5w2m6mwowulz4nm64u4t5,28.4,2024-11-15 15:02:15,Medium,XRP
FXLSK6MZLP,iajvre6vwkytylfkpp6us5mw67ti94my8n,3gevfv17zzpnhgytx8cg6s8z5xmomfx8ig,918.37,2024-11-17 15:02:15,Low,BTC
LY0GPIW62X,fksy8r9cczl4h7mhconis3mmnngpm15zmo,mjegggn7uef973it1f1lkkpk6oqwtd9e8t,2.81,2024-11-20 15:02:15,Medium,BTC
HTHXDR0KNX,dwqbrg9994jwydwv1gxegqjts17f4yo951,w04ngqsos4olud4zodonl9e92llm224ntc,896.76,2024-12-05 15:02:15,Medium,XRP
89F7GV6CNX,thxxmmz0mcswhw3umlty2en4g2g88drzre,3lbzojb519smhw9dymmcid5svc4400iiyq,954.43,2024-12-02 15:02:15,High,BTC
MYIAXQBGE8,42soyy8rttxcybkg97xqbto1fnjjij7oet,9y69jp0kbq5gsmn3i9s1rfzsdkoxzx2mt5,690.41,2024-12-06 15:02:15,Medium,DOGE
AVDYN9XDAJ,mx1qgjosopcbtdt9xd3ey2qc1fax1tqayo,kyniox2w6dqgizfynj8tkl7hxwxrlucoc7,833.86,2024-11-28 15:02:15,Low,BTC
EVY8TZIN44,610xc67k0wkodief5nhina0yobsmj9foz9,7tijzts9i9ce6c0iokn1qvk80zdreopvk8,208.0,2024-12-01 15:02:15,Medium,BTC
4165TW4H4V,7gfinbbuuig44vzg9dpcr4tbi67js735gg,bxc32cu0yqpecvhet3ti9uztpzyzwss2fl,597.57,2024-11-29 15:02:15,Medium,XRP
6G50BR5Z4A,wpkv2zyjhlrcwq532xmxfgi5y2kcruzz1r,c4micrr0yugxzr2aavf4kcdssnpaxwb5qy,932.93,2024-11-16 15:02:15,Low,DOGE
FNDDLZHEWT,b7zg4at0n74g8ej3mz5q8pr0ydnvfp5alu,k3ms0eurc7cv9l9r2r5apz7uvuw1hp61zs,359.73,2024-11-19 15:02:15,Medium,XRP
L2AGQ963GO,l496pa09p2oj5hx9pa6vxwf9dlks02o0lp,90gdedgeb7e5uzjtik5i9ejv0mcahwn73t,102.33,2024-11-30 15:02:15,Medium,LTC
L8885ERF31,6srkoez374s5to1kj3ir4oxah78gel4zhm,f1g25huckj8j2sjtx0lp5xduvjybl3a9m5,563.44,2024-12-08 15:02:15,High,DOGE
HRYQ7J0H3D,iyiep64i2wjdzhjw0b31umkmenba3awajn,hjsbmwlmrmowe7yta922y8z131ddru4lel,435.2,2024-11-13 15:02:15,High,BTC
PDWORCSDNT,is58abxdqofyrqo9tqjft0vyk6iqh7xf16,y8is9uqpdlhgiguhxgnmlvyuuio4crcuyg,884.0,2024-11-26 15:02:15,Low,LTC
JCM179057N,krl3a2ik897h4yy7ck7ycbylk7cdijo8pt,hw1zgci5j143tiazqs6lsibc01xxcbyhym,400.2,2024-11-24 15:02:15,Medium,LTC
NLTR05BQ8I,ir4e1w1zkxitpmgsbkbpx98jknnjiq6p3q,x0nxg7d1vyhfcbqm4ujidawq8ay8bzk8q3,473.78,2024-12-04 15:02:15,Medium,LTC
C7PSZKTI7S,37i6tpsst4ed6ob7nwgszuktfwp08qg04p,w4z2k4jmw73gj901y8kpjd962c9h5khpk7,930.64,2024-11-30 15:02:15,Low,LTC
2UMLSJJJXB,alkasapmbwpruvoi1e24sgj80jgszfm1k9,lzvbozy7ug7bpslxod6wyoyrreeb9npl8x,441.39,2024-11-12 15:02:15,High,XRP
VZFHA32CCD,vulqatl6ymhaizx4865j9a7ywj45r282lh,oawmf4om7iwwso7b2x92vtxjmcrig7hgim,720.71,2024-11-11 15:02:15,High,BTC
BLCBDKMEP8,y7xqxf3g6cfnk28rpmpuipjxqt1loib5w1,5ensn4am3qbhx625c5r3wzpkw00c8h7cc8,248.86,2024-11-23 15:02:15,Low,BTC
O9GFT1BWMG,jc1v1335vabecw0x72rxp6qm2kd6sdj8y3,5922y98zsgwt93ucsdmx6pr8dtuduroc1x,215.18,2024-11-27 15:02:15,High,DOGE
YD3EO8JSWB,uplng2nvwxlin47g4vr8lr3blcdxn8qe3l,so39ww6wdownn8qlyba2qmv6g6jw1xsu35,218.51,2024-11-15 15:02:15,High,ETH
Y9AP2NZ24C,rwjr9i16ydum47u6083o53ws5i52u4pxs2,0csvdtlveyc9xnc1oe8rlb5u7wfz3zeeju,544.54,2024-11-16 15:02:15,Medium,ETH
9GPXALK3L4,z9n80d99azwormixyenhji9yaoi5jqnbiw,6we5dvmw0jvqpno09mlai30dl69gl6ishz,870.3,2024-11-20 15:02:15,Medium,BTC
8NB3P9W13Y,cyzng6f57sq4ggdjx6p8gx9ff6um7075ps,j7qqsuek44ovpgbxud7o291l3ointv7wpe,68.06,2024-11-25 15:02:15,Low,DOGE
JDAWG39CRG,udw09icqggjxf9xz9yvcs6054ecvwls9am,7i21u7b1uudwboj3ie6slea8uym6fcqurg,155.95,2024-11-28 15:02:15,High,BTC
5E7XIQR3DG,urki1jxe7gb85ygyl2rnzjczsg9214yxbm,qy4a447yp85t8teftighs3w6qix26phscc,458.17,2024-12-01 15:02:15,High,BTC
PQ5DF34IZQ,969rzlbwhsghfswjnidbuua80208cu97wv,tzvv10k9gs054u0j4tadbf7fqf0k68dkrg,48.19,2024-11-15 15:02:15,Low,LTC
RN0CCX5HMK,yfa9quk7r1kgyyh6r3ik671qtuutd7fn7m,s1r47q79va6y6t8icoso4ifhlgazlodpcv,329.31,2024-11-17 15:02:15,High,DOGE
L4NESABL4J,ytoqs90luusdveb75cmrm3ibgfxmxmsg09,t9jukn4idz6b5f6ukymnceefe12k46jssy,215.09,2024-11-15 15:02:15,Low,XRP
H6PLYE3RYO,u22jb2dvw1mh93odt812n9jsql405ja69q,q8jfocew40p7mc2328gq5y7jwec7n0b7li,214.83,2024-12-04 15:02:15,Low,BTC
V7FHYHIM0Q,s7u00rhx3jd1bjeytqdt5mmp9ghipw42gb,tq2mnk5wwobqsabk7od1k3hsrbszbpdgea,524.7,2024-12-02 15:02:15,Low,XRP
MMQYWT2AGY,jiz2kvgvh1rp56tfy8gnyorvu3uueou7ev,mleyln3i71kq4emeld7dgaigle5qglgfy0,791.87,2024-12-08 15:02:15,High,BTC
36JXMH45ON,1atw4xv2gxr8i3onme59w3aay9xbyycao5,73enuucattz79mqg4q9wvt8nr6407go88k,975.08,2024-11-10 15:02:15,Medium,DOGE
OLGM4OQKKO,eaqmd999pw1mcvnu0tlnda7t86b353uuga,64v7w5hulwu5acbknesdr8jaeq6jg0u84w,973.36,2024-11-23 15:02:15,Low,LTC
GCV217XK8J,8x767cpwqjauz0qfhlvjf8l4heboy68h8b,z8pjzy71l8soazeu85g1cpmsop0kjgf19d,601.02,2024-11-16 15:02:15,Medium,BTC
C024BOM8GB,725zxhie6fzt9h354b3yuspaq32go5m055,cky1om2osyab9bwa3kr6p72ag23y4yfmki,221.07,2024-11-17 15:02:15,Medium,ETH
F0VV58TAO4,30toeginooty1jo9uumzxnqgbjpu1i4e08,k9j6kj7i2yrgbbq6qamf46a2k0ciudm45g,708.77,2024-11-15 15:02:15,Low,XRP
NNTWCD4SN0,t7mxa0bqv6whgtd1cdqu76mf660vqoiiw9,tzpgqguw02ox1t73ppjh197vkm0u7fjlmc,126.18,2024-11-30 15:02:15,Low,BTC
BDZ1SNR8D5,gzc0mf9rf6cmtx552rs9f2v5egnadxlgon,14qbwmpcedc46kkcnst4zzga2d03hhaxrt,794.4,2024-12-08 15:02:15,Low,XRP
YJ5AP743FK,0sfi1qtae394xabdykbuexr5cp62gkbved,q67sdy0wt0ifool0c2gbvizkbz1x32apec,211.91,2024-11-17 15:02:15,Medium,XRP
PS2H38VXX7,lhq3za1utw00hjz5p33hip6zjmpxxu3zgo,60vmj2h3ez6jyc3ikfjje1p3a4qy9po1om,108.09,2024-11-30 15:02:15,High,LTC
UUQZYTRNYV,c7v04g8jy1f9w0smago3a7sftd33b4nlwe,t0lg26hl75c3mkxhkva8dlih1342g698mp,860.7,2024-11-18 15:02:15,Low,LTC
CFYXLD628U,pngbm9fadcawojwejdydm9xtjch91oxawn,ri4vtbutyfgq05z0n0h2gw767l0x5kugwb,496.52,2024-11-20 15:02:15,Medium,ETH
RSOQGUT6O6,i7xx9onyazox1rbmxc8chl1wo9ckshs1te,67wpn3rf6manmycy9igatj2x50qwmqx3xs,135.3,2024-11-26 15:02:15,Low,DOGE
M1G22AIG0M,9pz4j8qjsmqdt40vucpqg17te5upmzvtib,a79eo659jwfak50mzs0hufr3tc4hhpt49x,172.46,2024-11-12 15:02:15,High,ETH
PJR6U9MY12,th4eh96ekcrop35gi990bb48dqwy7rb7rb,cvcds1myfpvcyvzlrek1kpnmdbwxnf4vtd,110.06,2024-12-01 15:02:15,Low,LTC
A7SRAO4E93,1we5n5u728k3cume4ri5dwnrtancnv2dft,r38joczt5pejk6nus0afokrh0cxo5g0t3i,158.79,2024-11-29 15:02:15,Medium,DOGE
2TXB9IT4C0,e0siv2pvt5m066uqj5usrcqc5qb12pueub,a7gl17waxty8pftffd1kuxtmudob4dsfv6,932.33,2024-11-16 15:02:15,Low,ETH
P3V6LKOI32,68su5t1de7qffwprufga1ficwizw6pc0u5,ojv42ttzfmbwoo45pgb0mnjv3esdheivgt,35.95,2024-11-20 15:02:15,Low,BTC
8LM4YOXV85,oxrjcnkz3rdpi6ikw9v4m1kdqxiu9g5rjn,jlmw93zxzzs2bic7whitcvbndhrarp4az6,399.72,2024-12-03 15:02:15,High,BTC
8A7O2OZL20,g8mhmwqune6nydkj6xg78au3edxh8asq7w,yx8041vpajnsb5s61w4lg615u2tzil0buv,121.33,2024-11-29 15:02:15,Medium,LTC
RUYCNYUVGD,133sx4peo1wf4fay6oiwigqpsro7c189nb,tw1mpe8s4p7aucebvddgsb4wzvudoo56cd,504.44,2024-12-08 15:02:15,Medium,DOGE
JKOZN9DXKZ,m4rskxxjf4pbanfc2mulk3lah40c6zjgp6,3zekpak8mbh81syqzqq7c74j351knv8umd,940.42,2024-12-03 15:02:15,Medium,XRP
2OEESR4IJ6,mlyem4lfq9x4brvgmt12bv84s0gc7nk67w,oqchpzbicbczjpzslh4zmgmx7pq0vtvm0l,831.71,2024-11-20 15:02:15,Medium,LTC
UMSJLS32KU,gdjqe8w7yc592jirg41ic79fc352ib29dj,ec6cg0jkw9d0opqckc282qksri76uf5mw4,443.97,2024-11-20 15:02:15,High,ETH
OBOEW6C0VV,7qmv8eat8vj2qkrs3jd46eowgniir52raj,vdhqs3v8p1qyafx4fdzmrdh1x1z50tkv8w,191.82,2024-11-14 15:02:15,Low,BTC
XMUITXLDVC,c5imwoc1evqwas4g30vyaq1ycu6085igfp,82320yx0f54msf7g52oj07104yig1d3mwa,215.39,2024-11-14 15:02:15,Medium,XRP
47U9HOKESP,rvm2bpwl73msvos71xrqz7vv3oxc52rjs5,sfxtm77ebnjw6eh5afyzqwzvxq6janqoem,680.28,2024-12-05 15:02:15,High,XRP
BSK9WTEQ66,r34w5joo6ngu3dg05zx583sj4dvxnm6hks,uzdoz4565wtjnescrcg24izz2zlj0ef8tp,665.77,2024-11-28 15:02:15,Medium,XRP
WWU14T9BJ2,kozd0a3wb6repqisw1lldoq1r37z7p422h,0yfkh7kek7yo9zatyketab8l0uwz1h8pt7,556.2,2024-11-12 15:02:15,High,DOGE
T3HIE3HO0L,1zbubyddb02spfo55p7mibdpb5jngveznc,4r6hduvzw8b7p24eurbes1r6xygcziuo03,503.66,2024-11-29 15:02:15,Medium,DOGE
LM4V6R2RZF,w1pz7qosl19qs4thrt5ipsjacuzagop666,8umgd48yzi53c67fz65xrqe23ayfdp6je7,340.84,2024-11-17 15:02:15,Low,XRP
C08KLMLBVT,7notlx9w3jl0qfr8th3tdnnn6gj9ccuuzj,ss28swon4omc8lch3wid0cwzdk76lanrwu,368.51,2024-11-17 15:02:15,High,LTC
FCSYFAGB2P,02sodvxauzj0x37xeluwnoafinzkqkhmfr,ajcgdegs009qb3raj8ly9x5yhiy2rzomxl,154.37,2024-11-16 15:02:15,Low,ETH
6PYUAIUE58,6jih5pp9k4lq73khqx8eiv446vrsltt8mn,59ay8a8j2cm12ior6nwbr4e8rx8drihqyl,671.62,2024-11-28 15:02:15,Low,ETH
KCEBZI339B,upvpw82e1jmm43yd5i9zvmj9mk3ecr4yhi,njtb41sqlm4w6jnsc2mzl64hfoeg7lfczv,779.96,2024-12-03 15:02:15,Low,DOGE
PDACZA1FUX,b2r58b3toefi4gcpz10n7bqswtt19pla5n,ze6y9d3ubhpae4hswkcl9lw8mqebwz77v2,462.48,2024-11-14 15:02:15,Low,LTC
